Ticker,Stock Name,Price Code,Ratios Code,In Market?
DMGI,Digital Music Group Inc,NA,DMDRN/DMGI_ALLFINANCIALRATIOS,Not Active
DMHD,DME Interactive Holdings Inc,NA,DMDRN/DMHD_ALLFINANCIALRATIOS,Not Active
DMI,Depomed Inc,NA,DMDRN/DMI_ALLFINANCIALRATIOS,Not Active
DMIF,DMI Furniture,NA,DMDRN/DMIF_ALLFINANCIALRATIOS,Not Active
DMK.TO,Datamark Systems Group Inc,NA,DMDRN/DMK_TO_ALLFINANCIALRATIOS,Not Active
DML.TO,Denison Mines Corp,YAHOO/TSX_DML_TO,DMDRN/DML_TO_ALLFINANCIALRATIOS,Active
DMLP,Dorchester Minerals L.P.,GOOG/NASDAQ_DMLP,DMDRN/DMLP_ALLFINANCIALRATIOS,Active
DMMB.TO,Dia Met Minerals Ltd 'B',NA,DMDRN/DMMB_TO_ALLFINANCIALRATIOS,Not Active
DMN,Dimon Inc,NA,DMDRN/DMN_ALLFINANCIALRATIOS,Not Active
DMND,Diamond Foods,GOOG/NASDAQ_DMND,DMDRN/DMND_ALLFINANCIALRATIOS,Active
DMNX,Dominix Inc,NA,DMDRN/DMNX_ALLFINANCIALRATIOS,Not Active
DMOI,Diamond I Inc.,NA,DMDRN/DMOI_ALLFINANCIALRATIOS,Not Active
DMRC,Digimarc Corp.,GOOG/NASDAQ_DMRC,DMDRN/DMRC_ALLFINANCIALRATIOS,Active
DMRCE,Digimarc Corp,NA,DMDRN/DMRCE_ALLFINANCIALRATIOS,Not Active
DMRK,DAMARK Internt'l'A',NA,DMDRN/DMRK_ALLFINANCIALRATIOS,Not Active
DMSP,Dirt Motor Sports Inc,NA,DMDRN/DMSP_ALLFINANCIALRATIOS,Not Active
DMX,I-Trax Inc,NA,DMDRN/DMX_ALLFINANCIALRATIOS,Not Active
DNA,Genentech Inc.,NA,DMDRN/DNA_ALLFINANCIALRATIOS,Not Active
DNB,Dun & Bradstreet Corp.,GOOG/NYSE_DNB,DMDRN/DNB_ALLFINANCIALRATIOS,Active
DNBD,D'Angelo Brands Inc,GOOG/PINK_DNBD,DMDRN/DNBD_ALLFINANCIALRATIOS,Not Active
DNBF,Dnb Financial Corp,GOOG/NASDAQ_DNBF,DMDRN/DNBF_ALLFINANCIALRATIOS,Active
DNBK,Danvers Bancorp Inc,NA,DMDRN/DNBK_ALLFINANCIALRATIOS,Not Active
DNCR,Dynacare Inc,NA,DMDRN/DNCR_ALLFINANCIALRATIOS,Not Active
DNDN,Dendreon Corp.,GOOG/NASDAQ_DNDN,DMDRN/DNDN_ALLFINANCIALRATIOS,Active
DNDT,DND Tecnologies Inc.,GOOG/PINK_DNDT,DMDRN/DNDT_ALLFINANCIALRATIOS,Not Active
DNE,Dune Energy Inc.,NA,DMDRN/DNE_ALLFINANCIALRATIOS,Not Active
DNET,DigitalNet Holdings Inc,NA,DMDRN/DNET_ALLFINANCIALRATIOS,Not Active
DNEX,Dionex Corp.,NA,DMDRN/DNEX_ALLFINANCIALRATIOS,Not Active
DNGO,D'Angelo Brands Inc,NA,DMDRN/DNGO_ALLFINANCIALRATIOS,Not Active
DNKN,Dunkin' Brands Group Inc.,GOOG/NASDAQ_DNKN,DMDRN/DNKN_ALLFINANCIALRATIOS,Active
DNKY,Donnkenny Inc.,NA,DMDRN/DNKY_ALLFINANCIALRATIOS,Not Active
DNKYQ,Donnkenny Inc.,NA,DMDRN/DNKYQ_ALLFINANCIALRATIOS,Not Active
DNOB,Donobi Inc,NA,DMDRN/DNOB_ALLFINANCIALRATIOS,Not Active
DNP,Duff & Phelps Utilities Income,GOOG/NYSE_DNP,DMDRN/DNP_ALLFINANCIALRATIOS,Active
DNR,Denbury Resources,GOOG/NYSE_DNR,DMDRN/DNR_ALLFINANCIALRATIOS,Active
DNTK,Dauphin Technology Inc,NA,DMDRN/DNTK_ALLFINANCIALRATIOS,Not Active
DNY,The Denali Fund,GOOG/NYSE_DNY,DMDRN/DNY_ALLFINANCIALRATIOS,Not Active
DNYY,Denny's Corporation,NA,DMDRN/DNYY_ALLFINANCIALRATIOS,Not Active
DO,Diamond Offshore Drilling,GOOG/NYSE_DO,DMDRN/DO_ALLFINANCIALRATIOS,Active
DOBZ,2dobiz.Com Inc,NA,DMDRN/DOBZ_ALLFINANCIALRATIOS,Not Active
DOC,Medical Advisory Systems Inc.,NA,DMDRN/DOC_ALLFINANCIALRATIOS,Not Active
DOC.TO,Domco Tarkett Inc,NA,DMDRN/DOC_TO_ALLFINANCIALRATIOS,Not Active
DOCC,DocuCorp Intl,NA,DMDRN/DOCC_ALLFINANCIALRATIOS,Not Active
DOCU,Docucon Incorporated,NA,DMDRN/DOCU_ALLFINANCIALRATIOS,Not Active
DOCX,Document Sciences Corp,NA,DMDRN/DOCX_ALLFINANCIALRATIOS,Not Active
DOGN,Dogs International,NA,DMDRN/DOGN_ALLFINANCIALRATIOS,Not Active
DOL,Intl Largecap Dividend Wisdomtree,NA,DMDRN/DOL_ALLFINANCIALRATIOS,Not Active
DOLE,Dole Food Company Inc,GOOG/NYSE_DOLE,DMDRN/DOLE_ALLFINANCIALRATIOS,Not Active
DOM/A.TO,Doman Industries Ltd.,NA,DMDRN/DOM_A_TO_ALLFINANCIALRATIOS,Not Active
DOMA.TO,Doman Industries Ltd.,NA,DMDRN/DOMA_TO_ALLFINANCIALRATIOS,Not Active
DOMB.TO,Doman Inds Ltd 'B',NA,DMDRN/DOMB_TO_ALLFINANCIALRATIOS,Not Active
DOMK,Domark International Inc.,GOOG/PINK_DOMK,DMDRN/DOMK_ALLFINANCIALRATIOS,Active
DON,Midcap Dividend Wisdomtree,NA,DMDRN/DON_ALLFINANCIALRATIOS,Not Active
DOR,DOR BioPharma Inc,NA,DMDRN/DOR_ALLFINANCIALRATIOS,Not Active
DORB,DOR BioPharma Inc,NA,DMDRN/DORB_ALLFINANCIALRATIOS,Not Active
DORL,Doral Fin'l Corp,NA,DMDRN/DORL_ALLFINANCIALRATIOS,Not Active
DORM,Dorman Products,GOOG/NASDAQ_DORM,DMDRN/DORM_ALLFINANCIALRATIOS,Active
DOTK,Delta Omega Technologies Inc,NA,DMDRN/DOTK_ALLFINANCIALRATIOS,Not Active
DOTX,Dotronix,NA,DMDRN/DOTX_ALLFINANCIALRATIOS,Not Active
DOV,Dover Corp.,GOOG/NYSE_DOV,DMDRN/DOV_ALLFINANCIALRATIOS,Active
DOVP,DOV Pharmaceutical Inc,NA,DMDRN/DOVP_ALLFINANCIALRATIOS,Not Active
DOVR,Dover Saddlery,GOOG/NASDAQ_DOVR,DMDRN/DOVR_ALLFINANCIALRATIOS,Active
DOW,DOW Chemical Company,GOOG/NYSE_DOW,DMDRN/DOW_ALLFINANCIALRATIOS,Active
DOW.I,Index-Dow Jones Ind Avg,NA,DMDRN/DOW_I_ALLFINANCIALRATIOS,Not Active
DOX,Amdocs Limited,GOOG/NYSE_DOX,DMDRN/DOX_ALLFINANCIALRATIOS,Not Active
DP,Diagnostic Products,NA,DMDRN/DP_ALLFINANCIALRATIOS,Not Active
DPAC,Dense-Pac Microsystems,NA,DMDRN/DPAC_ALLFINANCIALRATIOS,Not Active
DPAT,Dental Patient Care America,GOOG/PINK_DPAT,DMDRN/DPAT_ALLFINANCIALRATIOS,Not Active
DPDW,Deep Down Inc,GOOG/PINK_DPDW,DMDRN/DPDW_ALLFINANCIALRATIOS,Active
DPGP,Denim Apparel Group Inc,NA,DMDRN/DPGP_ALLFINANCIALRATIOS,Not Active
DPH,Delphi Automotive,NA,DMDRN/DPH_ALLFINANCIALRATIOS,Not Active
DPHIQ,Delphi Corp.,NA,DMDRN/DPHIQ_ALLFINANCIALRATIOS,Not Active
DPII,Discovery Partners Intl Inc,NA,DMDRN/DPII_ALLFINANCIALRATIOS,Not Active
DPL,DPL Inc.,NA,DMDRN/DPL_ALLFINANCIALRATIOS,Not Active
DPLM,DirectPlacement Inc,NA,DMDRN/DPLM_ALLFINANCIALRATIOS,Not Active
DPM,Dcp Midstream Partners Lp,GOOG/NYSE_DPM,DMDRN/DPM_ALLFINANCIALRATIOS,Active
DPMI,DuPont Photomasks,NA,DMDRN/DPMI_ALLFINANCIALRATIOS,Not Active
DPPI,Dippy Foods Inc,NA,DMDRN/DPPI_ALLFINANCIALRATIOS,Not Active
DPRS,Default Proof Credit Card Syst,GOOG/PINK_DPRS,DMDRN/DPRS_ALLFINANCIALRATIOS,Not Active
DPS,Dr Pepper Snapple Group Inc,GOOG/NYSE_DPS,DMDRN/DPS_ALLFINANCIALRATIOS,Active
DPSI,DecisionPoint Systems Inc.,GOOG/PINK_DPSI,DMDRN/DPSI_ALLFINANCIALRATIOS,Active
DPTR,Delta Petroleum,NA,DMDRN/DPTR_ALLFINANCIALRATIOS,Not Active
DPW,Digital Power Corp.,GOOG/AMEX_DPW,DMDRN/DPW_ALLFINANCIALRATIOS,Active
DPZ,Domino's Pizza Inc,GOOG/NYSE_DPZ,DMDRN/DPZ_ALLFINANCIALRATIOS,Active
DQE,DQE,NA,DMDRN/DQE_ALLFINANCIALRATIOS,Not Active
DR,Darwin Prof. Underwriters Inc,NA,DMDRN/DR_ALLFINANCIALRATIOS,Not Active
DRA,Coinmach Service Corp,NA,DMDRN/DRA_ALLFINANCIALRATIOS,Not Active
DRAD,Digirad Corp.,GOOG/NASDAQ_DRAD,DMDRN/DRAD_ALLFINANCIALRATIOS,Active
DRAI,Data Research Assoc,NA,DMDRN/DRAI_ALLFINANCIALRATIOS,Not Active
DRAM,Dataram Corp.,GOOG/NASDAQ_DRAM,DMDRN/DRAM_ALLFINANCIALRATIOS,Active
DRAX,Draxis Health Inc.,NA,DMDRN/DRAX_ALLFINANCIALRATIOS,Not Active
DRC,Dresser-Rand Group Inc.,GOOG/NYSE_DRC,DMDRN/DRC_ALLFINANCIALRATIOS,Active
DRCO,Dynamics Research Corp.,GOOG/NASDAQ_DRCO,DMDRN/DRCO_ALLFINANCIALRATIOS,Not Active
DRCT,Direct III Marketing Inc,NA,DMDRN/DRCT_ALLFINANCIALRATIOS,Not Active
DRCX,Directrix Inc.,NA,DMDRN/DRCX_ALLFINANCIALRATIOS,Not Active
DRCXQ,Directrix Inc.,NA,DMDRN/DRCXQ_ALLFINANCIALRATIOS,Not Active
DRD,Drdgold Limited,GOOG/NYSE_DRD,DMDRN/DRD_ALLFINANCIALRATIOS,Not Active
DRDF,Dalrada Financial Corp,NA,DMDRN/DRDF_ALLFINANCIALRATIOS,Not Active
DRE,Duke Realty Corp.,GOOG/NYSE_DRE,DMDRN/DRE_ALLFINANCIALRATIOS,Active
DRF,Dan River,NA,DMDRN/DRF_ALLFINANCIALRATIOS,Not Active
DRGN,CN Dragon Corp,GOOG/PINK_DRGN,DMDRN/DRGN_ALLFINANCIALRATIOS,Not Active
DRGP,Dynamic Response Group Inc,NA,DMDRN/DRGP_ALLFINANCIALRATIOS,Not Active
DRGZ,Dynamic Response Group Inc,GOOG/PINK_DRGZ,DMDRN/DRGZ_ALLFINANCIALRATIOS,Active
DRH,Diamondrock Hospitality Company,GOOG/NYSE_DRH,DMDRN/DRH_ALLFINANCIALRATIOS,Active
DRI,Darden Restaurants,GOOG/NYSE_DRI,DMDRN/DRI_ALLFINANCIALRATIOS,Active
DRIV,Digital River,GOOG/NASDAQ_DRIV,DMDRN/DRIV_ALLFINANCIALRATIOS,Active
DRJ,Dreams Inc,NA,DMDRN/DRJ_ALLFINANCIALRATIOS,Not Active
DRL,Doral Financial Corp.,GOOG/NYSE_DRL,DMDRN/DRL_ALLFINANCIALRATIOS,Active
DRL.TO,Derlan Industries Limited,NA,DMDRN/DRL_TO_ALLFINANCIALRATIOS,Not Active
DRMD,Duramed Pharm.,NA,DMDRN/DRMD_ALLFINANCIALRATIOS,Not Active
DRMS,Dreams Inc,NA,DMDRN/DRMS_ALLFINANCIALRATIOS,Not Active
DRQ,Dril-Quip,GOOG/NYSE_DRQ,DMDRN/DRQ_ALLFINANCIALRATIOS,Active
DRRA,Dura Automotive Sys Corp,NA,DMDRN/DRRA_ALLFINANCIALRATIOS,Not Active
DRRAQ,Dura Automotive 'A',NA,DMDRN/DRRAQ_ALLFINANCIALRATIOS,Not Active
DRRX,Durect Corp.,GOOG/NASDAQ_DRRX,DMDRN/DRRX_ALLFINANCIALRATIOS,Active
DRS,DRS Technologies,NA,DMDRN/DRS_ALLFINANCIALRATIOS,Not Active
DRSV,Debt Resolve Inc.,GOOG/PINK_DRSV,DMDRN/DRSV_ALLFINANCIALRATIOS,Active
DRTE,Dendrite Intl Inc,NA,DMDRN/DRTE_ALLFINANCIALRATIOS,Not Active
DRTK,GTS Duratek Inc.,NA,DMDRN/DRTK_ALLFINANCIALRATIOS,Not Active
DRTN,Data Return Corp,NA,DMDRN/DRTN_ALLFINANCIALRATIOS,Not Active
DRTX,Durata Therapeutics Inc.,GOOG/NASDAQ_DRTX,DMDRN/DRTX_ALLFINANCIALRATIOS,Active
DRUG,Dragon Pharmaceuticals Inc,NA,DMDRN/DRUG_ALLFINANCIALRATIOS,Not Active
DRV,Real Estate Bear 3X Direxion,GOOG/AMEX_DRV,DMDRN/DRV_ALLFINANCIALRATIOS,Not Active
DRVR,Driversshield.com Corp,NA,DMDRN/DRVR_ALLFINANCIALRATIOS,Not Active
DRWI,Dragonwave Inc,GOOG/NASDAQ_DRWI,DMDRN/DRWI_ALLFINANCIALRATIOS,Active
DRXR,Drexler Technology Corp.,NA,DMDRN/DRXR_ALLFINANCIALRATIOS,Not Active
DRY,Coinmach Service Inc,NA,DMDRN/DRY_ALLFINANCIALRATIOS,Not Active
DRYR,Dreyer's Grand,NA,DMDRN/DRYR_ALLFINANCIALRATIOS,Not Active
DRYS,Dryships Inc.,GOOG/NASDAQ_DRYS,DMDRN/DRYS_ALLFINANCIALRATIOS,Active
DS,Dallas Semiconductor,NA,DMDRN/DS_ALLFINANCIALRATIOS,Not Active
DSCI,Derma Sciences,GOOG/NASDAQ_DSCI,DMDRN/DSCI_ALLFINANCIALRATIOS,Active
DSCM,drugstore.com,NA,DMDRN/DSCM_ALLFINANCIALRATIOS,Not Active
DSCO,Discovery Laboratories,GOOG/NASDAQ_DSCO,DMDRN/DSCO_ALLFINANCIALRATIOS,Active
DSCP,Datascope Corp.,NA,DMDRN/DSCP_ALLFINANCIALRATIOS,Not Active
DSET,DSET Corp,NA,DMDRN/DSET_ALLFINANCIALRATIOS,Not Active
DSFN,DSA Financial Corp,NA,DMDRN/DSFN_ALLFINANCIALRATIOS,Active
DSFT,DelSoft Consulting Inc,NA,DMDRN/DSFT_ALLFINANCIALRATIOS,Not Active
DSGIF,DSG Intl Ltd.,NA,DMDRN/DSGIF_ALLFINANCIALRATIOS,Not Active
DSGR,Disc Graphics,NA,DMDRN/DSGR_ALLFINANCIALRATIOS,Not Active
DSGX,The Descartes Systems Group Inc.,GOOG/NASDAQ_DSGX,DMDRN/DSGX_ALLFINANCIALRATIOS,Active
DSII,DelSite Inc.,NA,DMDRN/DSII_ALLFINANCIALRATIOS,Not Active
DSIIQ,DelSite Inc.,NA,DMDRN/DSIIQ_ALLFINANCIALRATIOS,Not Active
DSIT,DSI Toys,NA,DMDRN/DSIT_ALLFINANCIALRATIOS,Not Active
DSL,Downey Financial,NA,DMDRN/DSL_ALLFINANCIALRATIOS,Not Active
DSLN,DSL.net Inc,NA,DMDRN/DSLN_ALLFINANCIALRATIOS,Not Active
DSMKY,DSM NV,NA,DMDRN/DSMKY_ALLFINANCIALRATIOS,Not Active
DSNY,Destiny Media Technologies Inc,GOOG/PINK_DSNY,DMDRN/DSNY_ALLFINANCIALRATIOS,Active
DSP,SP Acquisition Holdings,NA,DMDRN/DSP_ALLFINANCIALRATIOS,Not Active
DSPG,Dsp Group,GOOG/NASDAQ_DSPG,DMDRN/DSPG_ALLFINANCIALRATIOS,Active
DSS,Document Security Systems,GOOG/AMEX_DSS,DMDRN/DSS_ALLFINANCIALRATIOS,Active
DSSI,Data Systems & Software,NA,DMDRN/DSSI_ALLFINANCIALRATIOS,Not Active
DST,Dst Systems,GOOG/NYSE_DST,DMDRN/DST_ALLFINANCIALRATIOS,Active
DSTI,Daystar Technologies,GOOG/NASDAQ_DSTI,DMDRN/DSTI_ALLFINANCIALRATIOS,Active
DSTM,Datastream Sys Inc,NA,DMDRN/DSTM_ALLFINANCIALRATIOS,Not Active
DSTME,Datastream Sys Inc,NA,DMDRN/DSTME_ALLFINANCIALRATIOS,Not Active
DSTR,DualStar Technologies Corp,GOOG/PINK_DSTR,DMDRN/DSTR_ALLFINANCIALRATIOS,Not Active
DSUP,Dayton Superior Corporation,NA,DMDRN/DSUP_ALLFINANCIALRATIOS,Not Active
DSUPQ,Dayton Superior Corporation,NA,DMDRN/DSUPQ_ALLFINANCIALRATIOS,Not Active
DSW,Dsw Inc.,GOOG/NYSE_DSW,DMDRN/DSW_ALLFINANCIALRATIOS,Active
DSWL,Deswell Industries,GOOG/NASDAQ_DSWL,DMDRN/DSWL_ALLFINANCIALRATIOS,Active
DSWT,DuraSwitch Inds Inc,NA,DMDRN/DSWT_ALLFINANCIALRATIOS,Not Active
DSX,Diana Shipping Inc.,GOOG/NYSE_DSX,DMDRN/DSX_ALLFINANCIALRATIOS,Active
DT,Deutsche Telekom ADR,NA,DMDRN/DT_ALLFINANCIALRATIOS,Not Active
DTAS,Digitas Inc,NA,DMDRN/DTAS_ALLFINANCIALRATIOS,Not Active
DTC,Domtar Inc.,NA,DMDRN/DTC_ALLFINANCIALRATIOS,Not Active
DTE,Dte Energy Company,GOOG/NYSE_DTE,DMDRN/DTE_ALLFINANCIALRATIOS,Active
DTEC,Delano Technology Corp,NA,DMDRN/DTEC_ALLFINANCIALRATIOS,Not Active
DTEGY,Deutsche Telekom ADR,GOOG/PINK_DTEGY,DMDRN/DTEGY_ALLFINANCIALRATIOS,Active
DTG,Dollar Thrifty Automotive Group,GOOG/NYSE_DTG,DMDRN/DTG_ALLFINANCIALRATIOS,Not Active
DTGI,Digerati Technologies Inc.,GOOG/PINK_DTGI,DMDRN/DTGI_ALLFINANCIALRATIOS,Not Active
DTGN,Datigen.Com Inc,NA,DMDRN/DTGN_ALLFINANCIALRATIOS,Not Active
DTHK,DigitalThink Inc,NA,DMDRN/DTHK_ALLFINANCIALRATIOS,Not Active
DTII,DT Inds.,NA,DMDRN/DTII_ALLFINANCIALRATIOS,Not Active
DTIIQ,DT Inds.,GOOG/PINK_DTIIQ,DMDRN/DTIIQ_ALLFINANCIALRATIOS,Not Active
DTIX,Dial-Thru Intl Corp,NA,DMDRN/DTIX_ALLFINANCIALRATIOS,Not Active
DTL,Dal-Tile Intl Inc,NA,DMDRN/DTL_ALLFINANCIALRATIOS,Not Active
DTLI,DTLL Inc,NA,DMDRN/DTLI_ALLFINANCIALRATIOS,Not Active
DTLK,Datalink Corp.,GOOG/NASDAQ_DTLK,DMDRN/DTLK_ALLFINANCIALRATIOS,Active
DTMC,DTM Corp,NA,DMDRN/DTMC_ALLFINANCIALRATIOS,Not Active
DTMG,DataMEG Corporation,NA,DMDRN/DTMG_ALLFINANCIALRATIOS,Not Active
DTOX,Cita Biomedical Inc,NA,DMDRN/DTOX_ALLFINANCIALRATIOS,Not Active
DTOXE,Cita Biomedical Inc,NA,DMDRN/DTOXE_ALLFINANCIALRATIOS,Not Active
DTPI,DiamondCluster Intl Inc,NA,DMDRN/DTPI_ALLFINANCIALRATIOS,Not Active
DTRX,Detrex Corp.,GOOG/PINK_DTRX,DMDRN/DTRX_ALLFINANCIALRATIOS,Active
DTSI,Dts,GOOG/NASDAQ_DTSI,DMDRN/DTSI_ALLFINANCIALRATIOS,Active
DTSX,Digital Transmission Sys.,NA,DMDRN/DTSX_ALLFINANCIALRATIOS,Not Active
DTV,Directv,GOOG/NASDAQ_DTV,DMDRN/DTV_ALLFINANCIALRATIOS,Active
DTVNE,DTVN Holdings Inc,NA,DMDRN/DTVNE_ALLFINANCIALRATIOS,Not Active
DUCK,Duckwall-ALCO Stores,NA,DMDRN/DUCK_ALLFINANCIALRATIOS,Not Active
DUCTE,DUCT Utility Construction & Te,NA,DMDRN/DUCTE_ALLFINANCIALRATIOS,Not Active
DUF,Duff & Phelps Corp.,GOOG/NYSE_DUF,DMDRN/DUF_ALLFINANCIALRATIOS,Not Active
DUK,Duke Energy Corp.,GOOG/NYSE_DUK,DMDRN/DUK_ALLFINANCIALRATIOS,Active
DUMA,Duma Energy Corp,NA,DMDRN/DUMA_ALLFINANCIALRATIOS,Active
DUNE,Dunes Hotels & Casinos Inc,NA,DMDRN/DUNE_ALLFINANCIALRATIOS,Not Active
DUNR,Dune Energy Inc.,NA,DMDRN/DUNR_ALLFINANCIALRATIOS,Active
DUP/A.TO,Dupont Canada Inc.,NA,DMDRN/DUP_A_TO_ALLFINANCIALRATIOS,Not Active
DUPA.TO,Dupont Canada Inc.,NA,DMDRN/DUPA_TO_ALLFINANCIALRATIOS,Not Active
DUSA,Dusa Pharmaceuticals,GOOG/NASDAQ_DUSA,DMDRN/DUSA_ALLFINANCIALRATIOS,Not Active
DUVT,Duravest Inc,NA,DMDRN/DUVT_ALLFINANCIALRATIOS,Not Active
DV,Devry Inc.,GOOG/NYSE_DV,DMDRN/DV_ALLFINANCIALRATIOS,Active
DVA,Davita Inc.,GOOG/NYSE_DVA,DMDRN/DVA_ALLFINANCIALRATIOS,Active
DVAX,Dynavax Technologies Corp.,GOOG/NASDAQ_DVAX,DMDRN/DVAX_ALLFINANCIALRATIOS,Active
DVBC,Discovery Bancorp,NA,DMDRN/DVBC_ALLFINANCIALRATIOS,Not Active
DVD,Dover Downs Entertainment,GOOG/NYSE_DVD,DMDRN/DVD_ALLFINANCIALRATIOS,Active
DVI,DVI Inc.,NA,DMDRN/DVI_ALLFINANCIALRATIOS,Not Active
DVI.TO,Dover Industries Ltd,NA,DMDRN/DVI_TO_ALLFINANCIALRATIOS,Not Active
DVID,Digital Video Sys Inc,GOOG/PINK_DVID,DMDRN/DVID_ALLFINANCIALRATIOS,Not Active
DVIN,divine interVentures. inc,NA,DMDRN/DVIN_ALLFINANCIALRATIOS,Not Active
DVLY,Dear Valley Corp,GOOG/PINK_DVLY,DMDRN/DVLY_ALLFINANCIALRATIOS,Not Active
DVN,Devon Energy Corp.,GOOG/NYSE_DVN,DMDRN/DVN_ALLFINANCIALRATIOS,Active
DVNT,Diversinet Corp.,NA,DMDRN/DVNT_ALLFINANCIALRATIOS,Not Active
DVNTC,Diversinet Corp.,NA,DMDRN/DVNTC_ALLFINANCIALRATIOS,Not Active
DVNTF,Diversinet Corp.,GOOG/PINK_DVNTF,DMDRN/DVNTF_ALLFINANCIALRATIOS,Not Active
DVOX,Dynavox Inc.,GOOG/NASDAQ_DVOX,DMDRN/DVOX_ALLFINANCIALRATIOS,Active
DVR,Cal Dive International,GOOG/NYSE_DVR,DMDRN/DVR_ALLFINANCIALRATIOS,Active
DVSA,Diversa Corp,NA,DMDRN/DVSA_ALLFINANCIALRATIOS,Not Active
DVSO,Dimensional Visions Inc,NA,DMDRN/DVSO_ALLFINANCIALRATIOS,Not Active
DVTS,Diversified Thermal Solutions,NA,DMDRN/DVTS_ALLFINANCIALRATIOS,Not Active
DVUI,Dimensional Visions GP LTD NEW,NA,DMDRN/DVUI_ALLFINANCIALRATIOS,Not Active
DVW,Covad Communications Group,NA,DMDRN/DVW_ALLFINANCIALRATIOS,Not Active
DVXE,DevX Energy Inc,NA,DMDRN/DVXE_ALLFINANCIALRATIOS,Not Active
DW,Drew Industries Inc.,GOOG/NYSE_DW,DMDRN/DW_ALLFINANCIALRATIOS,Active
DWA,Dreamworks Animation Skg,GOOG/NASDAQ_DWA,DMDRN/DWA_ALLFINANCIALRATIOS,Active
DWCH,Datawatch Corp.,GOOG/NASDAQ_DWCH,DMDRN/DWCH_ALLFINANCIALRATIOS,Active
DWL,DeWolfe Companies Inc,NA,DMDRN/DWL_ALLFINANCIALRATIOS,Not Active
DWMA,Dickie Walker Marine Inc.,NA,DMDRN/DWMA_ALLFINANCIALRATIOS,Not Active
DWNFQ,Downey Fin'l,NA,DMDRN/DWNFQ_ALLFINANCIALRATIOS,Not Active
DWOG,Deep Well Oil and Gas Inc,GOOG/PINK_DWOG,DMDRN/DWOG_ALLFINANCIALRATIOS,Not Active
DWRE,Demandware Inc.,GOOG/NYSE_DWRE,DMDRN/DWRE_ALLFINANCIALRATIOS,Active
DWRI,Design Within Reach Inc,GOOG/PINK_DWRI,DMDRN/DWRI_ALLFINANCIALRATIOS,Not Active
DWSN,Dawson Geophysical Company,GOOG/NASDAQ_DWSN,DMDRN/DWSN_ALLFINANCIALRATIOS,Active
DWYR,DWYER GROUP INC,NA,DMDRN/DWYR_ALLFINANCIALRATIOS,Not Active
DX,Dynex Capital,GOOG/NYSE_DX,DMDRN/DX_ALLFINANCIALRATIOS,Active
DXCM,Dexcom,GOOG/NASDAQ_DXCM,DMDRN/DXCM_ALLFINANCIALRATIOS,Active
DXLG,Casual Male Retail Group,GOOG/NASDAQ_DXLG,DMDRN/DXLG_ALLFINANCIALRATIOS,Active
DXN,DigitalFX International inc,NA,DMDRN/DXN_ALLFINANCIALRATIOS,Not Active
DXPE,Dxp Enterprises,GOOG/NASDAQ_DXPE,DMDRN/DXPE_ALLFINANCIALRATIOS,Active
DXR,Daxor Corp.,GOOG/AMEX_DXR,DMDRN/DXR_ALLFINANCIALRATIOS,Active
DXT,Dixon Ticonderoga,NA,DMDRN/DXT_ALLFINANCIALRATIOS,Not Active
DXYN,The Dixie Group,GOOG/NASDAQ_DXYN,DMDRN/DXYN_ALLFINANCIALRATIOS,Active
DY,Dycom Industries,GOOG/NYSE_DY,DMDRN/DY_ALLFINANCIALRATIOS,Active
DYAX,Dyax,GOOG/NASDAQ_DYAX,DMDRN/DYAX_ALLFINANCIALRATIOS,Active
DYGN,DynaGen Inc,NA,DMDRN/DYGN_ALLFINANCIALRATIOS,Not Active
DYIGE,Dynamic Imaging Group Inc.,NA,DMDRN/DYIGE_ALLFINANCIALRATIOS,Not Active
DYII,Dynacq Healthcare,GOOG/NASDAQ_DYII,DMDRN/DYII_ALLFINANCIALRATIOS,Active
DYMTF,DynaMotive Energy Systems Corp,GOOG/PINK_DYMTF,DMDRN/DYMTF_ALLFINANCIALRATIOS,Not Active
DYN,Dynegy Inc.,GOOG/NYSE_DYN,DMDRN/DYN_ALLFINANCIALRATIOS,Not Active
DYNE,Dyntek Inc,GOOG/PINK_DYNE,DMDRN/DYNE_ALLFINANCIALRATIOS,Not Active
DYNIQ,Dynegy Inc. 'A',GOOG/PINK_DYNIQ,DMDRN/DYNIQ_ALLFINANCIALRATIOS,Not Active
DYNK,Dyntek Inc,NA,DMDRN/DYNK_ALLFINANCIALRATIOS,Not Active
DYNM,Dynamic I-T Inc,NA,DMDRN/DYNM_ALLFINANCIALRATIOS,Not Active
DYNP,Duoyuan Printing Inc,GOOG/PINK_DYNP,DMDRN/DYNP_ALLFINANCIALRATIOS,Active
DYNT,Dynatronics Corp.,GOOG/NASDAQ_DYNT,DMDRN/DYNT_ALLFINANCIALRATIOS,Active
DYOLF,Dynamic Oil & Gas Inc,NA,DMDRN/DYOLF_ALLFINANCIALRATIOS,Not Active
DYP,Duoyuan Printing Inc,NA,DMDRN/DYP_ALLFINANCIALRATIOS,Not Active
DYSC,Derycz Scientific Inc,GOOG/PINK_DYSC,DMDRN/DYSC_ALLFINANCIALRATIOS,Active
DYSL,Dynasil Corporation Of America,GOOG/NASDAQ_DYSL,DMDRN/DYSL_ALLFINANCIALRATIOS,Active
DYTK,Dyntek Inc,NA,DMDRN/DYTK_ALLFINANCIALRATIOS,Not Active
DYX,DiaSys Corp,NA,DMDRN/DYX_ALLFINANCIALRATIOS,Not Active
